,word,word_freq,doc_freq,group_freq
38387,whitepine,3,1,1
38388,clipboards,1,1,1
38389,host-generated,1,1,1
38390,unders,2,1,1
38391,dissassembly,1,1,1
38392,jsb,2,1,1
38393,cheshire,4,3,2
38394,macclesfield,1,1,1
38395,atlantix,1,1,1
38396,axcess,1,1,1
38397,d-link,1,1,1
38398,oslan,1,1,1
38399,xenix-net,1,1,1
38400,ungermann-bassnet,1,1,1
38401,netci,1,1,1
38402,fon,3,1,1
38403,ddl,1,1,1
38404,intergrated,1,1,1
38405,katella,1,1,1
38406,pvc,14,6,3
38407,oec,1,1,1
38408,ungermann,2,1,1
38409,iim,1,1,1
38410,tiara,2,2,2
38411,pac,6,5,4
38412,user-developed,1,1,1
38413,ftpsev,1,1,1
38414,interdrive,1,1,1
38415,tnvt,1,1,1
38416,saratoga,4,3,2
38417,re-badging,1,1,1
38418,visionware,1,1,1
38419,cardigan,1,1,1
38420,leeds,1,1,1
38421,tcp-pc,1,1,1
38422,three-button,1,1,1
38423,wps,1,1,1
38424,lamail,1,1,1
38425,ncs,4,2,2
38426,resolver,1,1,1
38427,commsolutions,2,1,1
38428,tcport,2,1,1
38429,tssnet,1,1,1
38430,thursby,1,1,1
38431,community-mac,1,1,1
38432,tlx,2,2,2
38433,businessland,1,1,1
38434,microage,1,1,1
38435,bloom-beacon,1,1,1
38436,interlaces,1,1,1
38437,ameristar,1,1,1
38438,syndesis,1,1,1
38439,sana,1,1,1
38440,xamiga,1,1,1
38441,gehret,1,1,1
38442,marktstrasse,1,1,1
38443,groenenbach,1,1,1
38444,none-ec,1,1,1
38445,riebl,1,1,1
38446,itimer,1,1,1
38447,appplication,1,1,1
38448,nadia,2,1,1
38449,pitacco,2,1,1
38450,siap,1,1,1
38451,sistemi,1,1,1
38452,grassi,1,1,1
38453,bitmap-readable,1,1,1
38454,ernie,20,18,5
38455,coskrey,1,1,1
38456,mcpd,2,2,2
38457,busting,11,11,6
38458,buns,3,3,3
38459,co-pilot,1,1,1
38460,lanier,2,2,2
38461,murdoch,6,6,5
38462,overlayed,1,1,1
38463,yuch,2,2,2
38464,gxinvert,1,1,1
38465,mbox,1,1,1
38466,shrewsbury,5,5,4
38467,syncronous,1,1,1
38468,dispaching,1,1,1
38469,belove,1,1,1
38470,beani,1,1,1
38471,dei,6,5,3
38472,facchini,1,1,1
38473,pisa,2,2,2
38474,gbeani,1,1,1
38475,straining,8,6,5
38476,gentlemans,1,1,1
38477,frameview,1,1,1
38478,jan-olav,2,1,1
38479,eide,2,1,1
38480,nordic-offshore,2,1,1
38481,offshore,4,3,3
38482,drilling,17,12,7
38483,ringsveien,1,1,1
38484,stabekk,1,1,1
38485,capricorn,1,1,1
38486,capricorns,1,1,1
38487,popup-menus,2,2,1
38488,xtpopupspringloaded,2,2,1
38489,twiddling,2,2,1
38490,escaping,15,15,7
38491,dopenwin,2,2,1
38492,solbournce,1,1,1
38493,folded,17,17,12
38494,xsetscreensaver,1,1,1
38495,vadi,1,1,1
38496,monkey-boys,1,1,1
38497,jarnot,1,1,1
38498,keyboardist,1,1,1
38499,whorfin,1,1,1
38500,phila,4,4,3
38501,vita,4,4,3
38502,pc-xsomething,2,2,1
38503,feature-full,2,2,1
38504,upper-case,1,1,1
38505,kinzy,2,1,1
38506,commoninteract,7,1,1
38507,x-toolkit,2,1,1
38508,xmwindow,2,1,1
38509,xmdropdownmenu,1,1,1
38510,createdropdownmenu,1,1,1
38511,nullentry,1,1,1
38512,addsubpane,1,1,1
38513,myedit,1,1,1
38514,xmapp,1,1,1
38515,digitalk,1,1,1
38516,systemdialogs,1,1,1
38517,toolboxes,1,1,1
38518,userdialogs,1,1,1
38519,statictext,2,2,1
38520,staticimage,2,1,1
38521,radiobutton,1,1,1
38522,groupbox,1,1,1
38523,panearea,1,1,1
38524,x-bitmap,1,1,1
38525,redirects,1,1,1
38526,achitecture,1,1,1
38527,non-critical,2,2,2
38528,strassl,1,1,1
38529,lenaugasse,1,1,1
38530,misunderstan,1,1,1
38531,l'universite,1,1,1
38532,ensps,1,1,1
38533,lsit,1,1,1
38534,u-strasbg,1,1,1
38535,hamradio,1,1,1
38536,verions,1,1,1
38537,deiconify,3,1,1
38538,iconed,1,1,1
38539,deiconified,1,1,1
38540,re-name,2,2,1
38541,iconname,2,2,1
38542,hoswell,2,2,1
38543,toasted,4,4,2
38544,bagels,2,2,1
38545,xtinitailize,1,1,1
38546,manuel,8,8,7
38547,adamsson,1,1,1
38548,xdec,1,1,1
38549,shelby,12,10,5
38550,screen-based,1,1,1
38551,xneko,1,1,1
38552,semir,1,1,1
38553,mappable,1,1,1
38554,yucky,6,6,3
38555,consistantly,12,12,6
38556,tical,3,3,3
38557,affectiong,1,1,1
38558,digital-pcs,3,3,1
38559,elbel,3,3,1
38560,intelligenz,3,3,1
38561,sowieso,3,3,1
38562,nur,5,5,2
38563,wat,3,3,1
38564,doofe,3,3,1
38565,fermentation,10,10,3
38566,coors,3,3,1
38567,einval,2,1,1
38568,pc-xware,2,1,1
38569,ncd-ware,1,1,1
38570,freezed,1,1,1
38571,loged,1,1,1
38572,endet,1,1,1
38573,thaks,1,1,1
38574,arshad,2,1,1
38575,mahmood,1,1,1
38576,oldbury,1,1,1
38577,bracknell,7,3,3
38578,tektronics,4,3,3
38579,simplemenu,3,1,1
38580,xawpositionsimplemenu,2,1,1
38581,smebsb,3,1,1
38582,drop-dead,1,1,1
38583,danielsson,1,1,1
38584,functinality,1,1,1
38585,overbeke,1,1,1
38586,willy-nilly,1,1,1
38587,adminstrative,1,1,1
38588,needful,3,2,2
38589,displayers,1,1,1
38590,vales,1,1,1
38591,titlebars,1,1,1
38592,posibilities,1,1,1
38593,sysprog,2,2,1
38594,griffith,9,9,4
38595,ladders,1,1,1
38596,greased,1,1,1
38597,rungs,1,1,1
38598,wyrd,3,3,2
38599,sisters,29,26,6
38600,inman,1,1,1
38601,itd,3,3,2
38602,notifing,1,1,1
38603,rhosts,1,1,1
38604,remotly,1,1,1
38605,vampire,8,5,3
38606,usally,4,4,4
38607,secified,1,1,1
38608,appropiate,3,2,2
38609,recomended,2,2,2
38610,executors,1,1,1
38611,appropiatly,1,1,1
38612,reseting,2,2,2
38613,stty'ing,1,1,1
38614,nextract,1,1,1
38615,nmerge,1,1,1
38616,hoever,2,2,2
38617,encrypting,41,32,2
38618,fingering,2,2,2
38619,decyrption,1,1,1
38620,improvment,1,1,1
38621,fingered,1,1,1
38622,e-pubs,1,1,1
38623,sealug,1,1,1
38624,cst,6,6,4
38625,addressee,1,1,1
38626,vxt,4,1,1
38627,dectermport,1,1,1
38628,decw-f,1,1,1
38629,cant-open,1,1,1
38630,eglin,1,1,1
38631,afb,8,5,2
38632,xtmenu,1,1,1
38633,xttextedit,1,1,1
38634,xttextread,1,1,1
38635,whitmire,1,1,1
38636,unskilled,4,4,3
38637,wernher,3,3,2
38638,savescreen,3,1,1
38639,bool,2,1,1
38640,screenptr,1,1,1
38641,omron,2,2,2
38642,nextsetlasteventtime,1,1,1
38643,nxscreenbrightness,1,1,1
38644,eventhandle,3,1,1
38645,nxsetscreenbrightness,2,1,1
38646,unblank,1,1,1
38647,wakes,1,1,1
38648,unblanks,1,1,1
38649,addtimeout,1,1,1
38650,overstriking,2,1,1
38651,terminfos,1,1,1
38652,termcaps,1,1,1
38653,papp,6,2,2
38654,spapp,5,1,1
38655,ominous,8,8,5
38656,sandiway,2,1,1
38657,lsspkg,1,1,1
38658,lxpm,1,1,1
38659,lguidexv,1,1,1
38660,lxvps,1,1,1
38661,lxview,1,1,1
38662,lolgx,1,1,1
38663,lcps,1,1,1
38664,lpixrect,1,1,1
38665,xesetcreategc,1,1,1
38666,xesetfreefont,1,1,1
38667,xesetclosedisplay,1,1,1
38668,xeseterror,1,1,1
38669,xinitextension,1,1,1
38670,xesetfreegc,1,1,1
38671,xesetcopygc,1,1,1
38672,xesetcreatefont,1,1,1
38673,xesetflushgc,1,1,1
38674,xeseteventtowire,1,1,1
38675,xeseterrorstring,1,1,1
38676,xesetwiretoevent,1,1,1
38677,ldd,2,1,1
38678,thanh,1,1,1
38679,schmidtmann,1,1,1
38680,faultline,1,1,1
38681,karo,1,1,1
38682,gui-independent,2,2,1
38683,xnlock,2,1,1
38684,xscreensaver,2,1,1
38685,screensave,1,1,1
38686,xautolock,1,1,1
38687,locker,14,13,6
38688,cornerdelay,1,1,1
38689,atracted,1,1,1
38690,hugo,6,6,3
38691,sonnenschein,1,1,1
38692,structurenotify,1,1,1
38693,configurecb,1,1,1
38694,mydata,1,1,1
38695,repositioned,3,3,2
38696,xconfigure,2,1,1
38697,memebers,2,2,2
38698,plow,8,7,4
38699,loral,1,1,1
38700,instrumentation,16,11,5
38701,architeture,1,1,1
38702,xdump,1,1,1
38703,dosemu,1,1,1
38704,xkeyreleasedevent,2,1,1
38705,xkeypressedevent,1,1,1
38706,der-hua,1,1,1
38707,subdirmakefiles,1,1,1
38708,aat,1,1,1
38709,gnumake,1,1,1
38710,wiser,10,10,7
38711,andersson,35,18,2
38712,celsiustech,2,2,2
38713,lla,1,1,1
38714,whack,10,10,4
38715,foints,1,1,1
38716,follwogin,1,1,1
38717,could'nt,1,1,1
38718,reaffirm,17,10,4
38719,evry,3,3,2
38720,zink,1,1,1
38721,arjen,6,3,2
38722,jorgen,2,2,1
38723,crapulous,3,3,1
38724,ghoddam,3,3,1
38725,salvador,5,5,4
38726,dali,1,1,1
38727,becuse,2,2,2
38728,ifdef'ing,1,1,1
38729,sysdep,1,1,1
38730,rgbcolor,1,1,1
38731,hardwarecolor,3,1,1
38732,maxcolumn,1,1,1
38733,maxrow,1,1,1
38734,duggan,5,4,3
38735,live-long,1,1,1
38736,rexecd,3,2,1
38737,sunos-based,2,2,1
38738,eriksson,4,4,3
38739,wondows,1,1,1
38740,carley,2,2,2
38741,tcd,1,1,1
38742,lo-case,1,1,1
38743,up-case,1,1,1
38744,button-pad,1,1,1
38745,capxterm,1,1,1
38746,sadie,2,2,1
38747,ladislas,1,1,1
38748,accomadate,1,1,1
38749,transiently,1,1,1
38750,tunning,1,1,1
38751,lourdu,1,1,1
38752,xcoral,3,1,1
38753,crayons,5,5,3
38754,starship,4,4,3
38755,guinan,1,1,1
38756,routnie,1,1,1
38757,precedence-oriented,1,1,1
38758,buttuls,1,1,1
38759,rebind,2,2,2
38760,evaluates,5,4,3
38761,conditionals,2,2,1
38762,stdc,3,1,1
38763,legacy,17,13,8
38764,makdepend,3,2,1
38765,turok,1,1,1
38766,iban,1,1,1
38767,hibition,3,3,1
38768,nineteen,7,7,5
38769,thirty-six,2,2,2
38770,schiefler,1,1,1
38771,ackerman,1,1,1
38772,blewett,1,1,1
38773,orb,1,1,1
38774,relational,3,2,2
38775,deployment,24,17,6
38776,sprouting,4,4,3
38777,aub,1,1,1
38778,harden,4,4,3
38779,eno,2,1,1
38780,pre-login,1,1,1
38781,syslog,2,1,1
38782,aborting,1,1,1
38783,emul,1,1,1
38784,dissimilar,9,9,5
38785,posnak,1,1,1
38786,multi-bytes,2,2,1
38787,freshly,10,10,8
38788,linkes,1,1,1
38789,selectivly,1,1,1
38790,pps,14,10,7
38791,lime,2,2,2
38792,jello,3,3,3
38793,honda,211,141,6
38794,barbequeued,1,1,1
38795,yum,1,1,1
38796,hardwire,1,1,1
38797,roberto,19,16,5
38798,togneri,1,1,1
38799,perferably,1,1,1
38800,dnodisplay,2,1,1
38801,massager,9,2,2
38802,ctrl-l,1,1,1
38803,putchar,2,1,1
38804,interactivly,2,2,1
38805,gabi,3,2,1
38806,iop,2,2,1
38807,undex,1,1,1
38808,nettish,1,1,1
38809,irakliotis,1,1,1
38810,navice,1,1,1
38811,jang,1,1,1
38812,acebes,1,1,1
38813,bayon,1,1,1
38814,mensatex,1,1,1
38815,rediris,1,1,1
38816,godzilla,4,3,3
38817,xibm,2,1,1
38818,hasler,1,1,1
38819,anaylsis,1,1,1
38820,laxemburg,1,1,1
38821,snoop,7,6,5
38822,suble,1,1,1
38823,uxbridge,3,3,2
38824,meisten,1,1,1
38825,saetze,1,1,1
38826,fragen,1,1,1
38827,welche,1,1,1
38828,philosophische,1,1,1
38829,dinge,1,1,1
38830,geschrieben,1,1,1
38831,worden,17,8,2
38832,sind,4,3,3
38833,falsch,1,1,1
38834,sondern,1,1,1
38835,unsinnig,1,1,1
38836,wovon,1,1,1
38837,sprechen,1,1,1
38838,kann,2,2,2
38839,darueber,1,1,1
38840,muss,1,1,1
38841,schweigen,1,1,1
38842,edmond,3,2,2
38843,meinfelder,1,1,1
38844,aardvark,1,1,1
38845,singleuser,1,1,1
38846,touted,18,18,8
38847,saratoga-sunnyvale,1,1,1
38848,greening,1,1,1
38849,booked,5,4,4
38850,mandelberg,1,1,1
38851,gatech,1,1,1
38852,non-domain,2,2,2
38853,bomgardner,1,1,1
38854,vendorshellwidgetclass,1,1,1
38855,xtrack,1,1,1
38856,fvd,2,1,1
38857,linger,3,3,3
38858,colout,1,1,1
38859,numclocks,1,1,1
38860,subbarao,1,1,1
38861,chitturi,1,1,1
38862,mkdep,1,1,1
38863,kercheval,1,1,1
38864,xseterrorhandler,1,1,1
38865,umlaut,1,1,1
38866,susp,1,1,1
38867,dsusp,1,1,1
38868,intr,1,1,1
38869,swtch,1,1,1
38870,eol,1,1,1
38871,parenb,1,1,1
38872,parodd,1,1,1
38873,cstopb,1,1,1
38874,hupcl,1,1,1
38875,cread,1,1,1
38876,clocal,1,1,1
38877,loblk,1,1,1
38878,ignbrk,1,1,1
38879,brkint,1,1,1
38880,ignpar,1,1,1
38881,parmrk,1,1,1
38882,inpck,1,1,1
38883,inlcr,1,1,1
38884,igncr,1,1,1
38885,icrnl,1,1,1
38886,iuclc,1,1,1
38887,ixon,1,1,1
38888,ixany,1,1,1
38889,ixoff,1,1,1
38890,ienqak,1,1,1
38891,isig,1,1,1
38892,icanon,1,1,1
38893,iexten,1,1,1
38894,echoe,1,1,1
38895,echok,1,1,1
38896,echonl,1,1,1
38897,noflsh,1,1,1
38898,opost,1,1,1
38899,olcuc,1,1,1
38900,onlcr,1,1,1
38901,ocrnl,1,1,1
38902,onocr,1,1,1
38903,onlret,1,1,1
38904,ofill,1,1,1
38905,ofdel,1,1,1
38906,tostop,1,1,1
38907,libwxm,3,1,1
38908,mdi,1,1,1
38909,vissim,1,1,1
38910,carrie,3,3,2
38911,lemieux,129,66,3
38912,quasi-motif,1,1,1
38913,colorizing,1,1,1
38914,zodik,1,1,1
38915,applicaitons,1,1,1
38916,xterm-color,4,1,1
38917,n-color,1,1,1
38918,wight,2,2,2
38919,sakari,3,3,2
38920,aaltonen,1,1,1
38921,boggles,3,3,3
38922,shell-favourating,2,2,1
38923,ehm,2,2,1
38924,directory-structures,2,2,1
38925,graphic-layout,2,2,1
38926,paper-basket,2,2,1
38927,thso,1,1,1
38928,thorsten,3,3,2
38929,chiquita,2,1,1
38930,denn,1,1,1
38931,banane,1,1,1
38932,bigtruck,1,1,1
38933,transformers,21,18,4
38934,xpolygonregion,2,2,1
38935,xpointinregion,2,2,1
38936,leonidas,3,3,2
38937,nikidis,2,2,1
38938,hipe,1,1,1
38939,enviroments,1,1,1
38940,yoo,1,1,1
38941,brouwer,1,1,1
38942,xkeyboard,1,1,1
38943,xsconfig,1,1,1
38944,insertline,1,1,1
38945,xtpmanagerwidget,1,1,1
38946,xregion,1,1,1
38947,xtpmanagerpart,1,1,1
38948,xunionregion,1,1,1
38949,xsetregion,1,1,1
38950,bene,2,2,2
38951,bouron,1,1,1
38952,desisco,1,1,1
38953,harefield,1,1,1
38954,man-pages,1,1,1
38955,eventhandlers,1,1,1
38956,leavewindow,1,1,1
38957,all-or,1,1,1
38958,michanek,1,1,1
38959,infologics,1,1,1
38960,horrendous,20,20,10
38961,ressource,1,1,1
38962,guidence,1,1,1
38963,textwidgetclass,1,1,1
38964,linehan,1,1,1
38965,deiconize,1,1,1
38966,hyperhelp,11,1,1
38967,showcases,1,1,1
38968,bristola,1,1,1
38969,maladroitness,1,1,1
38970,lsrh,1,1,1
38971,wahlgren,3,3,2
38972,tcpview-for,1,1,1
38973,pre-compiled,1,1,1
38974,slew,20,13,8
38975,osfselectall,1,1,1
38976,motif-compiled,1,1,1
38977,for-sun,1,1,1
38978,mystified,7,7,5
38979,xod,1,1,1
38980,bama,1,1,1
38981,prefix,20,8,4
38982,noticeshell,9,1,1
38983,clientmessage,3,1,1
38984,comand,1,1,1
38985,cmdline,5,1,1
38986,strcat,2,1,1
38987,stext,1,1,1
38988,statictextwidgetclass,1,1,1
38989,xtnstring,2,1,1
38990,noeventmask,1,1,1
38991,xchangeproperty,3,1,1
38992,propmodeappend,2,1,1
38993,propmodereplace,1,1,1
38994,quitbutton,1,1,1
38995,oblongbuttonwidgetclass,3,1,1
38996,xtnselect,2,1,1
38997,xtvacreatepopupshell,2,1,1
38998,quitnotice,1,1,1
38999,noticeshellwidgetclass,1,1,1
39000,xtvagetvalues,1,1,1
39001,xtntextarea,1,1,1
39002,xtncontrolarea,1,1,1
39003,noticeexit,1,1,1
39004,noticecancel,1,1,1
39005,xtndefault,1,1,1
39006,emanate,4,2,2
39007,xtnemanatewidget,1,1,1
39008,motorcycle,231,168,6
39009,maintinence,1,1,1
39010,fisherman,6,6,4
39011,walkaround,1,1,1
39012,cuddy,1,1,1
39013,cabin,38,27,7
39014,prop,5,4,4
39015,outdrive,1,1,1
39016,am-fm,1,1,1
39017,fishfinder,1,1,1
39018,safty,6,5,4
39019,trailer,17,14,6
39020,label-makers,1,1,1
39021,timeshare,1,1,1
39022,traded,162,93,11
39023,vinson,1,1,1
39024,fareheit,1,1,1
39025,thuan,1,1,1
39026,pho,1,1,1
39027,houchin,2,2,1
39028,paia,2,2,2
39029,buchla,2,2,2
39030,xpander,2,2,2
39031,sheriff,27,14,5
39032,residential,15,12,5
39033,imately,2,2,2
39034,plantation,3,2,2
39035,pender,1,1,1
39036,wilmington,3,3,2
39037,intra,3,3,2
39038,waterway,4,4,2
39039,ina,4,4,2
39040,icw,1,1,1
39041,readout,9,7,3
39042,hardline,2,2,2
39043,antennas,26,22,4
39044,milliwatts,1,1,1
39045,mobilephone,1,1,1
39046,dash,31,23,8
39047,gmrs,1,1,1
39048,simplex,4,3,3
39049,nobratron,1,1,1
39050,mitrek,2,1,1
39051,consolette,1,1,1
39052,schmetics,1,1,1
39053,handhelds,2,2,2
39054,dpl,3,1,1
39055,decks,8,8,3
39056,moxy,1,1,1
39057,radios,26,20,6
39058,reeds,6,4,3
39059,micor,3,1,1
39060,motrac,2,1,1
39061,microphones,8,5,4
39062,trunk,63,43,7
39063,cabinet,58,35,6
39064,duplexer,1,1,1
39065,duplexers,1,1,1
39066,multi-conductor,2,2,2
39067,caribbean,1,1,1
39068,transferable,10,10,3
39069,milan,15,13,4
39070,open-jaw,1,1,1
39071,aga,2,2,2
39072,nextstation,1,1,1
39073,nextconnection,1,1,1
39074,unwrapped,1,1,1
39075,pronto,6,6,4
39076,doorstep,9,9,4
39077,pappas,5,4,2
39078,loy,1,1,1
39079,severin,1,1,1
39080,abacus,1,1,1
39081,davenport,4,4,3
39082,foresman,1,1,1
39083,demel,1,1,1
39084,cole,43,32,6
39085,mangement,4,4,3
39086,pocket,85,67,12
39087,jamsa,4,4,1
39088,pitches,85,58,3
39089,underline,5,5,3
39090,overstrike,2,2,1
39091,jorge,8,8,2
39092,lach,3,3,2
39093,chelmsford,3,3,2
39094,diskman,2,2,1
39095,costomer,1,1,1
39096,kaput,2,2,2
39097,tire,110,57,7
39098,obo,83,61,4
39099,gallows,1,1,1
39100,pyrdc,1,1,1
39101,cakewalk,4,4,3
39102,sysex,3,2,1
39103,spellman,1,1,1
39104,parcel,6,6,3
39105,hwang,5,4,2
39106,corvettes,8,8,2
39107,corvette,37,19,2
39108,eckler,1,1,1
39109,fiberglass,20,11,4
39110,haynes,10,9,5
39111,chilton,1,1,1
39112,therapeutics,3,3,2
39113,physiology-the,1,1,1
39114,respiratory,18,10,4
39115,langman,1,1,1
39116,embryology,1,1,1
39117,sadler,1,1,1
39118,woodburne,1,1,1
39119,cardiology,7,6,3
39120,antimicrobial,3,2,2
39121,therapy,110,65,7
39122,allgeier,1,1,1
39123,physicans,6,6,2
39124,pdr,10,9,3
39125,spector,12,10,2
39126,weschler,1,1,1
39127,bids,16,11,3
39128,appetite,10,8,3
39129,skid,6,5,3
39130,bside,1,1,1
39131,cracked,40,35,8
39132,jackyl,2,1,1
39133,bon,3,3,2
39134,jovi,2,2,1
39135,holdren,1,1,1
39136,bummed,2,2,1
39137,exxon,4,3,2
39138,stonehenge,2,2,2
39139,spi,4,3,3
39140,sawitsky,2,2,1
39141,srikanth,2,2,2
39142,ponnapalli,1,1,1
39143,ponna-s,1,1,1
39144,usm,2,1,1
39145,hoya,1,1,1
39146,polarising,1,1,1
39147,pentax,5,3,1
39148,lowe,12,11,4
39149,galen,7,7,4
39150,rowell,3,3,2
39151,photoflex,1,1,1
39152,sapre,1,1,1
39153,hove,1,1,1
39154,foto,1,1,1
39155,bokk,1,1,1
39156,life-size,2,1,1
39157,budweiser,17,15,5
39158,card-board,1,1,1
39159,cutouts,2,2,2
39160,scumster,2,1,1
39161,unexperienced,1,1,1
39162,cashed,1,1,1
39163,levenson,1,1,1
39164,emax,2,2,1
39165,rackmount,2,2,1
39166,techno,3,3,2
39167,probabably,1,1,1
39168,tzeng,2,1,1
39169,conditioner,1,1,1
39170,futon,1,1,1
39171,mathes,4,4,1
39172,remotes,13,10,3
39173,eith,5,5,2
39174,radley,4,4,1
39175,removeable,2,2,2
39176,shrinkwrapping,1,1,1
39177,sawran,1,1,1
39178,resignation,15,12,6
39179,vicki,6,4,2
39180,bro,3,3,1
39181,spoilers,1,1,1
39182,sunroof,29,26,2
39183,bra,7,6,3
39184,momboard,1,1,1
39185,amber,6,5,2
39186,fund,177,122,11
39187,cross-posted,20,15,7
39188,froups,1,1,1
39189,molten,5,4,3
39190,lava,12,8,3
39191,steering,109,70,8
39192,brakes,113,75,7
39193,katherine,2,2,2
39194,prepayment,3,3,1
39195,fishers,4,4,3
39196,recipient,45,15,8
39197,mackintosh,1,1,1
39198,billed,3,3,3
39199,over-drive,1,1,1
39200,parralell,1,1,1
39201,hi-resolution,1,1,1
39202,gaurantee,2,2,1
39203,nationwide,29,20,9
39204,wun-chun,1,1,1
39205,chau,1,1,1
39206,daytona,13,13,4
39207,extention,1,1,1
39208,javea,1,1,1
39209,alicante,1,1,1
39210,villa,1,1,1
39211,living-dining,1,1,1
39212,glassed-in,1,1,1
39213,sun-porch,1,1,1
39214,bedrooms,8,8,3
39215,in-ground,1,1,1
39216,amenities,6,6,3
39217,microclimate,1,1,1
39218,fiat,13,12,4
39219,runabout,1,1,1
39220,pedal,65,32,4
39221,concert,25,22,10
39222,playes,4,2,1
39223,recharable,1,1,1
39224,newsrc,4,4,3
39225,datman,2,2,1
39226,lange,15,12,3
39227,radian,1,1,1
39228,civic,60,44,7
39229,hatchback,8,8,2
39230,clutch,312,109,6
39231,scan-mate,1,1,1
39232,ansel,1,1,1
39233,twin,62,46,12
39234,mattress,8,6,3
39235,medico-pedic,1,1,1
39236,paloalto,1,1,1
39237,balasubramanian,1,1,1
39238,rakim,1,1,1
39239,boo-ya,1,1,1
39240,eyc,1,1,1
39241,pepa,1,1,1
39242,vanessa,4,4,2
39243,fuhrman,1,1,1
39244,decison,2,2,2
39245,murph,2,2,2
39246,levin,11,9,5
39247,rubin,33,32,8
39248,stinson,3,2,2
39249,dpaint,1,1,1
39250,mulitmedia,1,1,1
39251,authorizing,9,7,5
39252,bandit,11,10,3
39253,bard,7,4,2
39254,retaliator,1,1,1
39255,scifi,4,4,3
39256,rvf,1,1,1
39257,motocycle,2,2,2
39258,patlabor,1,1,1
39259,anime,3,2,2
39260,robotech,2,2,2
39261,ingrid,4,4,3
39262,battletech,2,2,1
39263,mckinnon,2,2,2
39264,legion,29,22,5
39265,citytech,1,1,1
39266,aerotech,1,1,1
39267,mechwarrior,1,1,1
39268,fiend,1,1,1
39269,socio-linguistics,1,1,1
39270,ethnography,1,1,1
39271,calculaus,1,1,1
39272,menum,1,1,1
39273,folis,1,1,1
39274,intl,1,1,1
39275,cognition,2,2,2
39276,chicchai,2,1,1
39277,ichiban,2,1,1
39278,iin,4,3,2
39279,janai,2,1,1
39280,kilowatt,3,3,3
39281,unready,1,1,1
39282,ditka,2,2,2
39283,accolade,6,5,1
39284,ledbetter,1,1,1
39285,greens,3,3,2
39286,autoreverse,2,1,1
39287,dolby,16,13,1
39288,toyota,124,90,4
39289,gameboy,6,5,2
39290,castlevania,3,3,1
39291,hyper,6,6,3
39292,lode,2,2,1
39293,krol,7,6,3
39294,bahamas,6,5,3
39295,freeport,4,4,1
39296,occupancy,16,16,10
39297,tahoe,5,5,2
39298,carlino,1,1,1
39299,endorsements,4,4,4
39300,condemnations,10,9,5
39301,non-ups,1,1,1
39302,rps,2,1,1
39303,trucking,3,3,3
39304,remade,1,1,1
39305,seguin,2,2,1
39306,stratospheric,6,5,3
39307,medin,17,17,2
39308,coffers,5,5,4
39309,giger,3,3,1
39310,moebius,2,2,1
39311,sci-fi,7,7,3
39312,seam,6,6,5
39313,jazz,14,7,3
39314,downbeat,1,1,1
39315,gowan,1,1,1
39316,brotherhood,9,9,6
39317,katrina,1,1,1
39318,cocker,1,1,1
39319,neville,1,1,1
39320,saner,3,2,2
39321,hose,24,18,6
39322,aged,55,32,9
39323,preimesberger,1,1,1
39324,mattel,1,1,1
39325,basketball,41,34,7
39326,unknow,1,1,1
39327,liquidation,2,2,2
39328,authur,10,10,2
39329,incl,4,3,1
39330,shipp,1,1,1
39331,mens,3,3,2
39332,diamonds,4,4,2
39333,jammer,20,17,3
39334,nep-rolexen,1,1,1
39335,dit,4,2,2
39336,geen,1,1,1
39337,fantastische,1,1,1
39338,advertentie,1,1,1
39339,maar,1,1,1
39340,een,20,2,2
39341,evenzo,1,1,1
39342,duidelijke,1,1,1
39343,mededeling,1,1,1
39344,hieromtrent,1,1,1
39345,aangezien,1,1,1
39346,alleen,1,1,1
39347,aanbieden,1,1,1
39348,deze,3,2,2
39349,horloges,1,1,1
39350,onder,1,1,1
39351,vermelding,1,1,1
39352,echte,1,1,1
39353,merknaam,1,1,1
39354,niet,4,2,2
39355,geheel,1,1,1
39356,bericht,1,1,1
39357,duidelijk,1,1,1
39358,maken,2,2,2
39359,engelbertink,2,1,1
39360,imitatie-horloges,1,1,1
39361,meer,4,2,2
39362,zal,4,2,2
39363,adverteren,1,1,1
39364,merk,3,3,2
39365,rolex,3,2,2
39366,enig,1,1,1
39367,persoon,1,1,1
39368,hierin,1,1,1
39369,geiinteresseerd,1,1,1
39370,genoeg,2,2,2
39371,ook,2,2,2
39372,helpen,1,1,1
39373,fake-rolex,1,1,1
39374,fakefully,1,1,1
39375,mazda,59,41,4
39376,glc,3,3,2
39377,kohli,1,1,1
39378,irwin,18,11,4
39379,bulk-erase,1,1,1
39380,preformatted,7,7,2
39381,accutrak,2,2,1
39382,rhomat,1,1,1
39383,wraped,2,2,1
39384,pitfighter,1,1,1
39385,metroid,1,1,1
39386,blades,22,14,4
39387,malibu,3,3,2
39388,volleyball,6,5,4
39389,spiderman,30,9,1
39390,robocop,2,2,1
39391,motocross,1,1,1
39392,thoren,1,1,1
39393,raul,1,1,1
39394,annuals,1,1,1
39395,auctioned,1,1,1
39396,vf,27,9,4
39397,ascertained,1,1,1
39398,bags,46,43,9
39399,dinks,6,1,1
39400,spine,29,20,8
39401,crease,26,15,3
39402,tear-edge,1,1,1
39403,dinged,2,2,2
39404,crinkled,1,1,1
39405,humidity,11,10,5
39406,dinked,1,1,1
39407,wrinkled,1,1,1
