,word,word_freq,doc_freq,group_freq
55610,redwing,1,1,1
55611,olympia,3,2,1
55612,hardet,1,1,1
55613,balcony,64,11,3
55614,incredulous,2,2,2
55615,floater,1,1,1
55616,hab,4,3,3
55617,loyalists,4,4,3
55618,delvecchio,3,2,1
55619,swarmed,1,1,1
55620,gak,2,2,1
55621,erected,9,9,5
55622,siberian,3,3,2
55623,keenans,2,2,1
55624,connin,1,1,1
55625,lyf,3,1,1
55626,betz,4,4,2
55627,chippewa,1,1,1
55628,co-coach,2,2,1
55629,neilsen,5,3,1
55630,defenses,19,11,5
55631,keskinen,2,2,1
55632,ruotsalainen,2,2,1
55633,jarosz,3,3,1
55634,uwe,7,6,3
55635,attacker,42,22,6
55636,obsessive-compulsive,2,2,1
55637,ferrel,1,1,1
55638,wwivnet,2,2,2
55639,nightmares,9,9,4
55640,supplanting,1,1,1
55641,tallied,1,1,1
55642,resecured,1,1,1
55643,shick,3,2,1
55644,pocketed,3,3,3
55645,postgame,1,1,1
55646,responed,3,3,2
55647,replayed,5,5,1
55648,fereirra,2,2,1
55649,jettison,5,4,2
55650,tightrope,3,3,2
55651,feirerra,2,2,1
55652,ferriera,6,2,1
55653,luckiest,2,2,1
55654,doormats,1,1,1
55655,succeeed,1,1,1
55656,ankles,4,3,2
55657,buttkisser,3,3,1
55658,milbury,3,3,1
55659,girash,1,1,1
55660,letcha,1,1,1
55661,sweaters,1,1,1
55662,moth,2,1,1
55663,hubbert,1,1,1
55664,mikorov,1,1,1
55665,barraso,1,1,1
55666,answe,2,2,1
55667,hockeplayers,3,3,1
55668,arsenio,2,2,1
55669,celebrated,18,17,5
55670,hartje,1,1,1
55671,re-play,1,1,1
55672,non-goal,1,1,1
55673,non-controversial,2,2,2
55674,pens-devils,5,5,1
55675,maceachern,4,2,1
55676,unnoticed,11,11,6
55677,adantage,1,1,1
55678,hell-dwellers,1,1,1
55679,bottled,9,9,5
55680,complementing,1,1,1
55681,commendable,2,2,2
55682,optimism,5,5,3
55683,badger,3,3,2
55684,opportunities-nordiques,1,1,1
55685,artifical,3,3,3
55686,tuttle,5,2,1
55687,perilously,1,1,1
55688,ulcer,10,8,2
55689,ocd,14,4,2
55690,sufferers,8,8,3
55691,distinguishing,14,14,6
55692,sufferrer,1,1,1
55693,porklington,5,5,1
55694,shariff,4,4,1
55695,yadallee,4,4,1
55696,ambulence,1,1,1
55697,spurting,1,1,1
55698,puddle,10,8,5
55699,dogging,1,1,1
55700,x-terminator,1,1,1
55701,hell-of,1,1,1
55702,a-time,1,1,1
55703,dump-and,1,1,1
55704,boardaholics,1,1,1
55705,omen,7,7,3
55706,rebounds,8,8,1
55707,swollen-shut,1,1,1
55708,fiesty,1,1,1
55709,scialdone,3,3,1
55710,welnick,1,1,1
55711,yahooooooooooooooooooooo,2,2,1
55712,thankyouthankyouthankyou,1,1,1
55713,d-man,1,1,1
55714,responsibity,2,2,1
55715,shrewd,6,5,3
55716,woofed,5,5,1
55717,provocative,17,15,5
55718,wobbie,2,2,1
55719,diciplined,2,2,1
55720,saaaaaave,1,1,1
55721,permenantly,2,2,1
55722,savoring,3,3,1
55723,unb,4,4,1
55724,rectal,4,4,3
55725,appendage,1,1,1
55726,revenue-sharing,2,2,1
55727,surrendered,22,22,6
55728,cutbacks,3,3,2
55729,recogniton,2,2,1
55730,accumulates,3,3,2
55731,habitually,2,2,1
55732,strachan,2,2,1
55733,knowledgeble,2,2,1
55734,det-hfd,3,2,1
55735,edm-la,5,2,1
55736,gretz,1,1,1
55737,sudden-death,2,2,1
55738,twork,1,1,1
55739,riendo,2,2,1
55740,snorris,2,2,1
55741,powerhouses,2,2,1
55742,vanc,2,2,1
55743,ridicules,2,2,1
55744,fucker,2,2,1
55745,helloamend,2,2,1
55746,bleep,3,1,1
55747,mosscrop,1,1,1
55748,copps,3,3,1
55749,judo,4,3,3
55750,ju-jitsu,1,1,1
55751,wrinkle,2,2,2
55752,shneyder,2,2,1
55753,statstical,1,1,1
55754,qba,1,1,1
55755,retarded,12,12,6
55756,cockiness,1,1,1
55757,congatualtions,1,1,1
55758,comeon,1,1,1
55759,penguine,1,1,1
55760,sweeneys,1,1,1
55761,notched,2,2,2
55762,jouneau,1,1,1
55763,waiger,1,1,1
55764,hawerchuck,3,2,1
55765,tesiment,1,1,1
55766,blatently,2,2,2
55767,ultra-critical,1,1,1
55768,blatent,5,5,3
55769,scooped,2,2,2
55770,mckee,2,2,2
55771,sheba,3,3,1
55772,crapped,1,1,1
55773,sher-wood,1,1,1
55774,tonsilectomy,1,1,1
55775,bruin-sabre,1,1,1
55776,leaque,1,1,1
55777,back-checking,1,1,1
55778,skakes,1,1,1
55779,hinderance,1,1,1
55780,mongeau,1,1,1
55781,billc,1,1,1
55782,elmgrove,1,1,1
55783,kester,1,1,1
55784,pussy,2,2,1
55785,ciccerelli,4,2,1
55786,antagonize,2,2,2
55787,disputatious,1,1,1
55788,lads,3,3,2
55789,lassies,1,1,1
55790,notoriety,4,4,4
55791,swarming,2,2,2
55792,besk,1,1,1
55793,girdles,1,1,1
55794,menner,1,1,1
55795,eel,1,1,1
55796,moray,2,2,2
55797,furry,4,4,3
55798,late-finishing,1,1,1
55799,alleviated,6,6,5
55800,gund,7,2,1
55801,checkbook,2,2,2
55802,toughness,6,1,1
55803,non-compensation,1,1,1
55804,sykora,3,2,1
55805,cheapshots,1,1,1
55806,hesistant,1,1,1
55807,slapshots,1,1,1
55808,luber,3,3,1
55809,dunnow,1,1,1
55810,beave,1,1,1
55811,octapus,3,1,1
55812,octapi,1,1,1
55813,maters,1,1,1
55814,substancially,1,1,1
55815,unwillingness,12,12,7
55816,um-lssu,1,1,1
55817,celebrity,4,3,2
55818,keaton,2,2,2
55819,sadist,3,3,3
55820,devastated,7,7,3
55821,clueful,1,1,1
55822,instill,2,2,2
55823,untapped,1,1,1
55824,intimidation,24,21,5
55825,blumenstock,2,2,1
55826,sportsview,1,1,1
55827,conceded,4,4,3
55828,back-assward,2,2,1
55829,koharski,3,3,1
55830,goofballs,2,2,1
55831,penguin-devil,1,1,1
55832,collesium,2,2,1
55833,renegotiate,4,4,2
55834,bull-headed,1,1,1
55835,know-it,1,1,1
55836,mcgarver,1,1,1
55837,ex-jypht,1,1,1
55838,hlinka,1,1,1
55839,jonak,1,1,1
55840,rusnak,1,1,1
55841,liba,1,1,1
55842,sejba,1,1,1
55843,jokke,8,8,2
55844,map-reading,1,1,1
55845,artistry,1,1,1
55846,bsing,1,1,1
55847,isls,1,1,1
55848,wduq,1,1,1
55849,schocked,2,2,1
55850,competion,3,2,2
55851,cable-tv,1,1,1
55852,over-night,1,1,1
55853,giddy,1,1,1
55854,perliminary,1,1,1
55855,one-sided,16,11,4
55856,isles-caps,1,1,1
55857,nough,3,3,2
55858,virata,2,2,1
55859,thar,4,4,3
55860,doomsville,1,1,1
55861,crowing,1,1,1
55862,glorieux,1,1,1
55863,hockey-tipset,1,1,1
55864,vinnare,3,1,1
55865,bengtson,3,1,1
55866,grattis,1,1,1
55867,slutst,1,1,1
55868,llning,1,1,1
55869,anders,5,4,2
55870,engwall,3,2,1
55871,sander,1,1,1
55872,hietanen,1,1,1
55873,ingvar,1,1,1
55874,wennstr,1,1,1
55875,thore,1,1,1
55876,nissen,2,2,2
55877,marek,6,5,2
55878,repinski,1,1,1
55879,wiklund,1,1,1
55880,hedenstr,1,1,1
55881,fbk-mugg,1,1,1
55882,lycklig,1,1,1
55883,allts,1,1,1
55884,kometen,1,1,1
55885,ledde,1,1,1
55886,hockeytipset,1,1,1
55887,halvtid,1,1,1
55888,fick,1,1,1
55889,slutspurten,1,1,1
55890,sm-guld,1,1,1
55891,tre,1,1,1
55892,rsta,3,2,1
55893,lyckades,1,1,1
55894,pricka,1,1,1
55895,viktiga,1,1,1
55896,kanske,2,2,1
55897,tippa,2,1,1
55898,slutspelet,1,1,1
55899,ocks,3,2,1
55900,mna,2,2,2
55901,finalen,1,1,1
55902,mellan,2,2,1
55903,lule,5,1,1
55904,llet,2,2,1
55905,slutat,1,1,1
55906,rdel,1,1,1
55907,varit,1,1,1
55908,samma,2,2,1
55909,alla,1,1,1
55910,ljer,1,1,1
55911,korrekta,1,1,1
55912,svaren,1,1,1
55913,siffran,1,1,1
55914,inom,2,2,1
55915,parentes,1,1,1
55916,nga,2,2,1
55917,tippat,1,1,1
55918,detta,1,1,1
55919,bengtsons,1,1,1
55920,vinnande,1,1,1
55921,slutgiltiga,1,1,1
55922,tabellen,1,1,1
55923,ster,2,2,1
55924,malm,5,2,2
55925,rjestad,1,1,1
55926,djurg,2,1,1
55927,rden,2,1,1
55928,vilka,4,2,1
55929,kvartsfinalisterna,1,1,1
55930,vidare,1,1,1
55931,blir,1,1,1
55932,allsvenskan,5,2,1
55933,stra,7,2,1
55934,lunda,1,1,1
55935,huddinge,2,2,1
55936,rkl,1,1,1
55937,ven,1,1,1
55938,vle,3,2,1
55939,boden,2,2,1
55940,bimidgi,1,1,1
55941,mankato,3,3,2
55942,excepted,57,56,5
55943,tanked,2,2,1
55944,gunds,2,1,1
55945,what-if,3,2,2
55946,panicks,1,1,1
55947,geniuses,7,7,3
55948,bottomline,1,1,1
55949,kisio-fiasco,1,1,1
55950,ferierra,3,1,1
55951,timetable,13,7,3
55952,metro-la,1,1,1
55953,wllz,2,2,1
55954,donny,1,1,1
55955,preemptionchannel,1,1,1
55956,netwoork,1,1,1
55957,prempted,1,1,1
55958,roseanne,1,1,1
55959,bitterlyt,1,1,1
55960,slasher,1,1,1
55961,telecats,1,1,1
55962,sportsbar,1,1,1
55963,thast,1,1,1
55964,weight-room,1,1,1
55965,shold,2,2,2
55966,one-goal,1,1,1
55967,screwups,1,1,1
55968,kymlev,1,1,1
55969,ridalin,1,1,1
55970,complainers,2,2,1
55971,us-american,1,1,1
55972,displeasure,13,13,7
55973,meadowlands,1,1,1
55974,sportsmanlike,2,2,1
55975,shake-out,1,1,1
55976,epsn,1,1,1
55977,miniseries,1,1,1
55978,gonads,4,4,3
55979,remerbed,2,2,1
55980,chiperfield,1,1,1
55981,lariviere,1,1,1
55982,gunner,4,4,2
55983,petterson,1,1,1
55984,fogilin,2,2,1
55985,mctavish,1,1,1
55986,lewisburg,1,1,1
55987,bucknell,1,1,1
55988,wtic,1,1,1
55989,weei,3,2,1
55990,whdh,2,2,1
55991,wbal,1,1,1
55992,turened,1,1,1
55993,mongers,2,2,1
55994,rotisserrie,1,1,1
55995,cze-slo,1,1,1
55996,vyborny,1,1,1
55997,unoriginality,1,1,1
55998,opportunities-devils,1,1,1
55999,opportunities-canadiens,1,1,1
56000,opportunities-sabres,1,1,1
56001,moutha,1,1,1
56002,brillliant,1,1,1
56003,alon,5,5,2
56004,bully,10,10,5
56005,hat-trick,3,3,1
56006,van-wpg,2,2,1
56007,competitve,2,2,1
56008,ontarian,2,2,1
56009,luciano,2,2,1
56010,grrrr,1,1,1
56011,nother,5,5,3
56012,exaggerating,9,9,4
56013,caltrain,1,1,1
56014,shelling,64,38,2
56015,pacbell,1,1,1
56016,fgiraffe,1,1,1
56017,narco-militarism,1,1,1
56018,tightens,8,8,3
56019,jars,3,3,3
56020,biafra,1,1,1
56021,self-described,8,8,4
56022,fischler,2,1,1
56023,maven,1,1,1
56024,noncontroversial,1,1,1
56025,vanbeisbrouck,2,2,1
56026,gump,2,2,1
56027,worsley,2,2,1
56028,resch,3,3,1
56029,catain,1,1,1
56030,postponing,1,1,1
56031,clarifies,4,4,4
56032,north-ame,1,1,1
56033,ricans,4,2,2
56034,tsech,1,1,1
56035,puckhandler,1,1,1
56036,sm-league,1,1,1
56037,accentuates,1,1,1
56038,skilful,1,1,1
56039,pressuring,3,3,3
56040,reactive,9,9,4
56041,highly-successful,1,1,1
56042,mckinzie,1,1,1
56043,stadings,2,2,1
56044,parlayed,2,2,1
56045,hooligans,3,3,2
56046,shop-windows,1,1,1
56047,bruisers,1,1,1
56048,coverage-wise,1,1,1
56049,penguins-devils,2,2,1
56050,lineman,2,2,1
56051,touchdown,3,3,2
56052,whirled,2,2,1
56053,peas,3,3,2
56054,bumbf,1,1,1
56055,coohill,1,1,1
56056,droopy,4,4,2
56057,helmet-and,1,1,1
56058,curiosities,5,5,3
56059,re-consider,4,3,2
56060,rahim,2,1,1
56061,hirji,2,1,1
56062,leftovers,3,3,3
56063,caps-whoever,1,1,1
56064,wings-leafs,2,2,1
56065,islanders-devils,1,1,1
56066,skirmish,3,3,3
56067,banjo,1,1,1
56068,wake-up,1,1,1
56069,officier,1,1,1
56070,beskosty,1,1,1
56071,talanted,2,2,1
56072,linsemen,2,2,1
56073,cheapshot,2,2,1
56074,curbed,2,2,1
56075,wimp,5,5,4
56076,eyesore,3,3,2
56077,didja,2,2,1
56078,rosie,1,1,1
56079,roofed,1,1,1
56080,linseman,1,1,1
56081,personable,2,2,2
56082,zanussi,1,1,1
56083,swans,1,1,1
56084,braintrust,1,1,1
56085,minuses,2,2,2
56086,overanalyze,1,1,1
56087,binghamtom,1,1,1
56088,anderrson,1,1,1
56089,disgrace,16,15,6
56090,faucette,1,1,1
56091,mitton,1,1,1
56092,heyer,1,1,1
56093,mini-slump,1,1,1
56094,game-winner,2,2,1
56095,broseker,1,1,1
56096,schachte,1,1,1
56097,boxscore,1,1,1
56098,pen-devil,1,1,1
56099,osbourne,2,2,2
56100,weimer,1,1,1
56101,malakov,1,1,1
56102,celebrating,22,21,6
56103,post-disptach,1,1,1
56104,homage,2,2,2
56105,bowing,4,4,3
56106,sweeped,1,1,1
56107,unfazed,1,1,1
56108,dishing,2,2,1
56109,grinders,3,2,2
56110,visitors,25,25,9
56111,playmakers,1,1,1
56112,first-period,1,1,1
56113,taunted,10,8,3
56114,bell-four,2,1,1
56115,na-na,1,1,1
56116,hey-hey,1,1,1
56117,backfired,3,3,3
56118,precariously,2,2,2
56119,squirted,6,6,2
56120,deflecting,1,1,1
56121,goalpost,1,1,1
56122,tci-cablevision,4,2,1
56123,tci,8,5,4
56124,cablevision,4,3,2
56125,skyrocket,2,2,1
56126,regionalized,2,2,1
56127,carkner-mcgill,1,1,1
56128,anthems,1,1,1
56129,steaming,4,4,3
56130,drifted,16,15,5
56131,fanned,6,4,3
56132,iced,1,1,1
56133,agonized,1,1,1
56134,re-alignment,1,1,1
56135,unflux,1,1,1
56136,dornhoefer,2,1,1
56137,coudln't,1,1,1
56138,boos,1,1,1
56139,camped,6,6,4
56140,pounding,12,8,4
56141,whacked,1,1,1
56142,mini-breakaway,1,1,1
56143,fumbled,1,1,1
56144,swooped,7,5,2
56145,erry,2,1,1
56146,wristed,1,1,1
56147,blocker,3,3,2
56148,showered,2,2,2
56149,mugs,2,2,2
56150,ashbee,1,1,1
56151,big-time,3,3,2
56152,toporowski,1,1,1
56153,rehab,1,1,1
56154,scremin,3,1,1
56155,umimpressive,1,1,1
56156,fueled,13,10,4
56157,dolan,2,2,2
56158,snyders,1,1,1
56159,cross-ownership,1,1,1
56160,buds,5,5,4
56161,predicition,1,1,1
56162,wendall,1,1,1
56163,shrine,6,6,2
56164,minn-duluth,3,1,1
56165,knipscheer,1,1,1
56166,wisconsin-superior,1,1,1
56167,uw-superior,4,3,3
56168,erb,2,2,2
56169,bemidiji,1,1,1
56170,uw-stevens,1,1,1
56171,trettier,1,1,1
56172,hauer,1,1,1
56173,neaton,1,1,1
56174,valicevic,1,1,1
56175,ak-anchorage,1,1,1
56176,gravistin,1,1,1
56177,schoen,1,1,1
56178,n'eastern,1,1,1
56179,foy,1,1,1
56180,mass-lowell,1,1,1
56181,alcindor,1,1,1
56182,middlebury,1,1,1
56183,dubinksy,1,1,1
56184,gravelle,1,1,1
56185,mallgrave,1,1,1
56186,babson,2,2,2
56187,mcnair,1,1,1
56188,rogles,1,1,1
56189,durocher,1,1,1
56190,marshalll,1,1,1
56191,pock,1,1,1
56192,tory,9,8,5
56193,stickwork,7,4,1
56194,offeding,1,1,1
56195,retaliation,20,16,3
56196,broom,1,1,1
56197,chuckers,1,1,1
56198,sauna,2,2,2
56199,double-dip,1,1,1
56200,nipped,3,3,3
56201,yoyoma,1,1,1
56202,minsk,2,2,2
56203,mints,1,1,1
56204,snapple,1,1,1
56205,compuware,1,1,1
56206,fickle,1,1,1
56207,wallow,2,2,2
56208,anonymnity,2,2,2
56209,ticket-holders,1,1,1
56210,l'affaire,1,1,1
56211,conferred,3,3,2
56212,gutkowski,1,1,1
56213,outworked,2,1,1
56214,behinds,2,2,2
56215,outskated,2,2,1
56216,moping,1,1,1
56217,mid-january,2,2,2
56218,helloooo,1,1,1
56219,sportsradio,1,1,1
56220,yapping,1,1,1
56221,basten,1,1,1
56222,ego-thrashing,1,1,1
56223,arrogance-smashing,1,1,1
56224,diques,1,1,1
56225,smythe-what,1,1,1
56226,douggie,1,1,1
56227,obleafsjoke,1,1,1
56228,groundhog,1,1,1
56229,gooooooooooooooooooo,1,1,1
56230,shaib,1,1,1
56231,tryout,1,1,1
56232,ragnarsson,1,1,1
56233,justs,1,1,1
56234,oppposition,1,1,1
56235,upperdeck,4,1,1
56236,beckett,2,1,1
56237,varialble,1,1,1
56238,candian,3,3,2
56239,czechoslovakian,1,1,1
56240,filtere,1,1,1
56241,formeza,1,1,1
56242,amerks,3,2,1
56243,urp,1,1,1
56244,anti-fighting,4,2,1
56245,leghorn,4,4,3
56246,yosemite,1,1,1
56247,evicted,6,5,3
56248,tirad,1,1,1
56249,posturing,6,6,3
56250,sylverster,1,1,1
56251,daffy,1,1,1
56252,constantinov,1,1,1
56253,andrewchuk,1,1,1
56254,lays,5,5,4
56255,stien,1,1,1
56256,grudges,2,2,2
56257,slicing,3,3,2
56258,slashes,1,1,1
56259,troika,1,1,1
56260,ousted,2,2,2
56261,quoated,1,1,1
56262,ouster,3,3,2
56263,tanking,2,2,2
56264,ctron-news,1,1,1
56265,hmn,1,1,1
56266,guagliano,1,1,1
56267,oaf,2,1,1
56268,don'tslander,1,1,1
56269,dives,8,8,3
56270,cheap-shot,1,1,1
56271,yousomeone,1,1,1
56272,snarling,3,3,1
56273,spiff,3,3,1
56274,neeley,1,1,1
56275,thefrustration,1,1,1
56276,accents,1,1,1
56277,romanticized,1,1,1
56278,finsh,1,1,1
56279,filipowski,1,1,1
56280,attendants,1,1,1
56281,strip-search,1,1,1
56282,cavity,8,7,5
56283,bammer,1,1,1
56284,langevin,1,1,1
56285,myllyp,2,2,1
56286,puggy,2,2,1
56287,greybeards,2,2,1
56288,phelps,10,10,5
56289,bloodhook,2,2,1
56290,nti,4,3,2
56291,shiff,7,5,3
56292,yahooooooooo,1,1,1
56293,yahooooooooooo,1,1,1
56294,crier,1,1,1
56295,satillite,1,1,1
56296,armitage,1,1,1
56297,wittman,1,1,1
56298,edged,9,8,4
56299,arthritus,2,2,1
56300,bufflo,1,1,1
56301,mogily,1,1,1
56302,kemhlev,1,1,1
56303,lafontin,1,1,1
56304,hocky,2,1,1
56305,f-ing,1,1,1
56306,waddlers,2,1,1
56307,woodwork,9,9,3
56308,sobbing,4,4,3
56309,steveg,1,1,1
56310,eei,1,1,1
56311,all-sports,1,1,1
56312,wmex,1,1,1
56313,same-night,1,1,1
56314,resurface,1,1,1
56315,rrally,1,1,1
56316,mondays,2,2,2
56317,alienate,3,3,3
56318,enforcer-type,2,2,1
56319,flopping,1,1,1
56320,neutralized,3,2,2
56321,versatility,3,3,2
56322,goond,1,1,1
56323,uniondale,6,2,2
56324,jsm,1,1,1
56325,wihervaara,1,1,1
56326,nyt,19,16,6
56327,testi,1,1,1
56328,sigun,1,1,1
56329,piti,1,1,1
56330,olla,1,1,1
56331,muutamarivinen,1,1,1
56332,pari,5,4,3
56333,ktla,1,1,1
56334,kwnk,1,1,1
56335,ankorage,1,1,1
56336,kbyr,1,1,1
56337,kamp,1,1,1
56338,kiak,1,1,1
56339,hemet,1,1,1
56340,temecula,1,1,1
56341,khsj,1,1,1
56342,palmdale,1,1,1
56343,kavl,1,1,1
56344,knwz,1,1,1
56345,kprl,1,1,1
56346,kply,1,1,1
56347,ksac,1,1,1
56348,kkal,1,1,1
56349,clarita,1,1,1
56350,kbet,1,1,1
56351,keno,1,1,1
56352,rescheduled,3,2,2
56353,tues,2,2,2
56354,nassau,4,4,4
56355,non-pittsburghers,1,1,1
56356,poteux,1,1,1
56357,mcgreer,1,1,1
56358,freddy,1,1,1
56359,overtakes,1,1,1
56360,buries,2,2,2
56361,rnk,9,1,1
56362,cty,11,3,3
56363,hinterlands,5,5,2
56364,profiteer,4,4,1
56365,gouging,4,4,1
56366,manuele,2,1,1
56367,celio,3,1,1
56368,howald,5,1,1
56369,leuenberger,4,1,1
56370,waeger,4,1,1
56371,rauch,2,1,1
56372,hollenstein,3,1,1
56373,vrabec,2,1,1
56374,lousiest,1,1,1
56375,pavoni,4,1,1
56376,unattacked,2,1,1
56377,reto,1,1,1
56378,renatio,1,1,1
56379,tosio,1,1,1
56380,tschumi,1,1,1
56381,steinegger,1,1,1
56382,sandro,3,2,2
56383,bertaggia,1,1,1
56384,balmer,1,1,1
56385,luthi,1,1,1
56386,montandon,1,1,1
56387,triulzi,1,1,1
56388,eberle,1,1,1
56389,erni,1,1,1
56390,karpov,3,1,1
56391,deflections,1,1,1
56392,rib-injury,1,1,1
56393,raimond,1,1,1
56394,hilger,2,2,2
56395,gerd,2,2,2
56396,truntschka,2,2,1
56397,kopf,3,3,2
56398,rumrich,1,1,1
56399,hegen,2,2,1
56400,opportunities-blues,1,1,1
56401,opportunities-kings,1,1,1
56402,ref'ing,1,1,1
56403,exibition,1,1,1
56404,empty-netter,1,1,1
56405,alexi,1,1,1
56406,partway,2,2,2
56407,pariod,1,1,1
56408,go-to,1,1,1
56409,flagrant,4,4,4
56410,cross-checked,2,2,2
56411,inconsistently,2,2,2
56412,ticky-tack,1,1,1
56413,firswt,1,1,1
56414,robataille,1,1,1
56415,saken,1,1,1
56416,norra,1,1,1
56417,kiruna,1,1,1
56418,pite,1,1,1
56419,skellefte,1,1,1
56420,crif,1,1,1
56421,husum,1,1,1
56422,stersund,4,1,1
56423,antj,1,1,1
56424,timr,2,2,2
56425,mora,6,6,3
56426,avesta,12,3,2
56427,arvika,1,1,1
56428,grums,1,1,1
56429,rebro,1,1,1
56430,kvalserien,2,1,1
56431,arlanda,1,1,1
56432,sby,1,1,1
56433,vallentuna,2,1,1
56434,dert,1,1,1
56435,lje,2,1,1
56436,nyk,4,1,1
56437,roma,4,2,2
56438,dra,3,1,1
56439,sten,3,2,2
56440,lndal,1,1,1
56441,bor,10,10,2
56442,stervik,5,1,1
56443,hanhals,1,1,1
56444,troja,1,1,1
56445,ljungby,1,1,1
56446,rrum,1,1,1
56447,pantern,1,1,1
56448,principiellt,1,1,1
56449,fel,3,2,2
56450,ndrat,1,1,1
56451,premisserna,2,1,1
56452,uppflyttning,1,1,1
56453,efterhand,1,1,1
56454,andra,1,1,1
56455,ju,6,3,3
56456,undra,1,1,1
56457,varf,1,1,1
56458,skall,3,1,1
56459,fallet,1,1,1
56460,solklart,1,1,1
56461,ovan,1,1,1
56462,mnda,1,1,1
56463,norrgruppen,1,1,1
56464,slippa,1,1,1
56465,spela,2,1,1
56466,vilket,1,1,1
56467,klagat,1,1,1
56468,vad,3,1,1
56469,tror,3,1,1
56470,exempelvis,1,1,1
56471,tierp,2,1,1
56472,kom,1,1,1
56473,kvalet,1,1,1
56474,kommentarer,1,1,1
56475,skulle,7,1,1
56476,bli,3,2,2
56477,tvyngen,1,1,1
56478,ndra,1,1,1
56479,kunde,2,1,1
56480,inte,8,2,2
56481,lista,1,1,1
56482,rhand,1,1,1
56483,huvudsak,1,1,1
56484,flyttar,1,1,1
56485,solklar,1,1,1
56486,sagt,1,1,1
56487,beror,1,1,1
56488,lika,2,1,1
56489,flytta,1,1,1
56490,iaf,3,2,2
56491,efter,2,1,1
56492,bredgraderna,1,1,1
56493,mest,1,1,1
56494,ttvist,1,1,1
56495,vore,3,2,2
56496,upp,3,1,1
56497,pinks,4,4,2
56498,vara,3,1,1
56499,eller,3,3,2
56500,felet,1,1,1
56501,rets,1,1,1
56502,indelning,1,1,1
56503,exakt,1,1,1
56504,rra,17,3,2
56505,rre,1,1,1
56506,tvist,1,1,1
56507,indelat,1,1,1
56508,sportligt,1,1,1
56509,sett,1,1,1
56510,gick,1,1,1
56511,lyckas,1,1,1
56512,hif,1,1,1
56513,ssk,1,1,1
56514,hik,2,1,1
56515,ska,3,3,2
56516,platser,2,1,1
56517,hadde,1,1,1
56518,placerat,1,1,1
56519,dessa,1,1,1
56520,lvklara,1,1,1
56521,favoriter,1,1,1
56522,ttvisan,1,1,1
56523,mnat,1,1,1
56524,rbundet,1,1,1
56525,indelningen,1,1,1
56526,rslag,1,1,1
56527,varje,1,1,1
56528,kvalspela,1,1,1
56529,kunna,2,1,1
56530,ihop,1,1,1
56531,fyra,1,1,1
56532,divisionerna,1,1,1
56533,norr,1,1,1
56534,bestraffas,1,1,1
56535,ett,4,2,2
56536,kommer,1,1,1
56537,trakt,1,1,1
56538,kul,1,1,1
56539,grej,1,1,1
56540,nskar,1,1,1
56541,rde,1,1,1
56542,vinnaren,1,1,1
56543,sm-slutspelet,1,1,1
56544,krydda,1,1,1
56545,ishockeyn,1,1,1
56546,lagen,1,1,1
56547,ckh,1,1,1
56548,sm-bucklan,1,1,1
56549,sikt,1,1,1
56550,minska,1,1,1
56551,skillnaderna,1,1,1
56552,utvecklings,1,1,1
56553,häll,1,1,1
56554,brygger,1,1,1
56555,ock,1,1,1
56556,tollén,1,1,1
56557,anv,1,1,1
56558,nda,1,1,1
56559,mmande,1,1,1
56560,adekvat,1,1,1
56561,inhemsk,1,1,1
56562,vokabul,1,1,1
56563,disponibel,1,1,1
56564,gur,1,1,1
56565,pbbxvr,1,1,1
56566,jnf,5,5,3
56567,fjrqvfu,1,1,1
56568,jbag,1,1,1
56569,uryc,1,1,1
56570,jvgu,1,1,1
56571,validating,4,4,2
56572,agitator,1,1,1
56573,scrum,1,1,1
56574,pinched,11,11,3
56575,denigrate,2,1,1
56576,wield,12,11,4
56577,visors,1,1,1
56578,deliberating,2,2,2
56579,aggravate,5,5,4
56580,staightened,2,2,1
56581,kocus,2,2,1
56582,thuresson,4,1,1
56583,wlaf,1,1,1
56584,bos-buf,1,1,1
56585,pitt-nj,2,2,1
56586,wrangles,1,1,1
56587,untie,1,1,1
56588,pit-nj,1,1,1
56589,la-cgy,1,1,1
56590,demonstrably,5,5,3
56591,dares,8,8,5
56592,kinngs,1,1,1
56593,muse,1,1,1
56594,stuntman,1,1,1
56595,expericene,1,1,1
56596,oope,1,1,1
56597,anywhe,1,1,1
56598,broadstreet,1,1,1
56599,bullies,4,4,3
56600,whouse,1,1,1
56601,detorit,1,1,1
56602,terence,1,1,1
56603,rokop,1,1,1
56604,coyle,2,2,2
56605,uh-uh,1,1,1
56606,alltime,1,1,1
56607,det-la,2,1,1
56608,chi-bos,3,1,1
56609,chi-wpg,3,1,1
56610,wsh-min,3,1,1
56611,mtl-nyr,3,1,1
56612,det-bos,3,1,1
56613,bucyk,2,1,1
56614,mikita,2,1,1
56615,tor-det,5,1,1
56616,mahovlich,3,1,1
56617,que-chi,2,1,1
56618,nyi-pit,2,1,1
56619,beliveau,2,1,1
56620,tor-col,2,1,1
56621,nyr-bos,6,1,1
56622,det-tor,3,1,1
56623,ullman,2,1,1
56624,min-wsh,2,1,1
56625,tor-phi,2,1,1
56626,edm-tor,2,1,1
56627,edm-nyr,2,1,1
56628,wpg-buf,2,1,1
56629,que-nj,2,1,1
56630,van-tor,2,1,1
56631,chi-buf,2,1,1
56632,stl-cgy,4,1,1
56633,mtl-la,3,1,1
56634,shutt,2,1,1
56635,chi-mtl,2,1,1
56636,phi-bos,3,1,1
